Epoch	Learning Rate	Train Loss	Train Acc.	Val Loss	Val seq Acc Top1-5/F1.	Val Batch Acc	
1.000000	0.000500	1.831579	0.558981	0.000000	0.000000	0.000000	
2.000000	0.000500	0.083002	0.994638	0.000000	0.000000	0.000000	
3.000000	0.000500	0.030230	0.998660	0.000000	0.000000	0.000000	
4.000000	0.000500	0.022569	0.998660	0.000000	0.000000	0.000000	
5.000000	0.000500	0.017054	0.998660	1.275032	(0.6771956856702619, 0.7842835130970724, 0.8312788906009245, 0.6350588214545566, 0.9902879224950927)	(0.7540983606557377, 0.8688524590163934, 0.9016393442622951, 0.6927579365079365, 0.99610170598445)	
6.000000	0.000500	0.011725	0.998660	0.000000	0.000000	0.000000	
7.000000	0.000500	0.010005	0.998660	0.000000	0.000000	0.000000	
8.000000	0.000500	0.007273	1.000000	0.000000	0.000000	0.000000	
9.000000	0.000500	0.006572	1.000000	0.000000	0.000000	0.000000	
10.000000	0.000500	0.005758	1.000000	0.785179	(0.7727272727272727, 0.8921417565485362, 0.9537750385208013, 0.7028026282511213, 0.9923791287352468)	(0.7868852459016393, 0.8852459016393442, 0.9672131147540983, 0.7243055555555555, 0.9977007896764253)	
11.000000	0.000500	0.005396	1.000000	0.000000	0.000000	0.000000	
12.000000	0.000500	0.005308	1.000000	0.000000	0.000000	0.000000	
13.000000	0.000500	0.004944	1.000000	0.000000	0.000000	0.000000	
14.000000	0.000500	0.004693	1.000000	0.000000	0.000000	0.000000	
15.000000	0.000500	0.004315	1.000000	0.735843	(0.7912172573189522, 0.8975346687211094, 0.9576271186440678, 0.7117655750180769, 0.9930872724520572)	(0.8032786885245902, 0.9016393442622951, 0.9672131147540983, 0.7344246031746031, 0.9977007896764253)	
16.000000	0.000500	0.004202	1.000000	0.000000	0.000000	0.000000	
17.000000	0.000500	0.003921	1.000000	0.000000	0.000000	0.000000	
18.000000	0.000500	0.003735	1.000000	0.000000	0.000000	0.000000	
19.000000	0.000500	0.003632	1.000000	0.000000	0.000000	0.000000	
20.000000	0.000500	0.003512	1.000000	0.714101	(0.7996918335901386, 0.8983050847457628, 0.9591679506933745, 0.7173923002757594, 0.9933988939377323)	(0.8032786885245902, 0.9016393442622951, 0.9836065573770492, 0.7344246031746031, 0.9976341807909604)	
21.000000	0.000500	0.003361	1.000000	0.000000	0.000000	0.000000	
22.000000	0.000500	0.003185	1.000000	0.000000	0.000000	0.000000	
23.000000	0.000500	0.003079	1.000000	0.000000	0.000000	0.000000	
24.000000	0.000500	0.002923	1.000000	0.000000	0.000000	0.000000	
25.000000	0.000500	0.002891	1.000000	0.704168	(0.8058551617873652, 0.8983050847457628, 0.9576271186440678, 0.7284872479831759, 0.9934593759012599)	(0.819672131147541, 0.9180327868852459, 0.9836065573770492, 0.7597222222222222, 0.9976341807909604)	
26.000000	0.000500	0.002737	1.000000	0.000000	0.000000	0.000000	
27.000000	0.000500	0.002681	1.000000	0.000000	0.000000	0.000000	
28.000000	0.000500	0.002664	1.000000	0.000000	0.000000	0.000000	
29.000000	0.000500	0.002548	1.000000	0.000000	0.000000	0.000000	
30.000000	0.000500	0.002487	1.000000	0.690259	(0.810477657935285, 0.9006163328197226, 0.9591679506933745, 0.7310827866585459, 0.993626816054624)	(0.8032786885245902, 0.9180327868852459, 0.9836065573770492, 0.7344246031746031, 0.9973693502824859)	
31.000000	0.000500	0.002419	1.000000	0.000000	0.000000	0.000000	
32.000000	0.000500	0.002375	1.000000	0.000000	0.000000	0.000000	
33.000000	0.000500	0.002256	1.000000	0.000000	0.000000	0.000000	
34.000000	0.000500	0.002213	1.000000	0.000000	0.000000	0.000000	
35.000000	0.000500	0.002125	1.000000	0.683273	(0.810477657935285, 0.9036979969183359, 0.9622496147919877, 0.733823826401995, 0.9936152135877374)	(0.819672131147541, 0.9180327868852459, 1.0, 0.7597222222222222, 0.9973693502824859)	
36.000000	0.000500	0.002138	1.000000	0.000000	0.000000	0.000000	
37.000000	0.000500	0.002111	1.000000	0.000000	0.000000	0.000000	
38.000000	0.000500	0.002020	1.000000	0.000000	0.000000	0.000000	
39.000000	0.000500	0.001984	1.000000	0.000000	0.000000	0.000000	
40.000000	0.000500	0.001900	1.000000	0.676497	(0.8097072419106317, 0.9044684129429892, 0.9637904468412943, 0.7325229857567713, 0.993707712198716)	(0.819672131147541, 0.9180327868852459, 1.0, 0.7597222222222222, 0.9973693502824859)	
41.000000	0.000500	0.001898	1.000000	0.000000	0.000000	0.000000	
